,Separate house,"Semi-detached, row or terrace house, townhouse etc",Flat or apartment,Other dwelling,Separate house (%),"Semi-detached, row or terrace house, townhouse etc (%)",Flat or apartment (%),Other dwelling (%),SSC_CODE
Killarney Heights,1321.0,41.0,11.0,0.0,96.0,3.0,0.8,0.0,12130
Frenchs Forest,3869.0,193.0,66.0,0.0,93.3,4.7,1.6,0.0,11568
Belrose,2213.0,606.0,23.0,8.0,77.5,21.2,0.8,0.3,10283
Davidson,875.0,7.0,11.0,0.0,97.7,0.8,1.2,0.0,11219
Curl Curl,525.0,59.0,120.0,35.0,70.8,8.0,16.2,4.7,11167
Freshwater (NSW),1439.0,139.0,1658.0,3.0,44.3,4.3,51.0,0.1,11569
Manly Vale,796.0,90.0,1415.0,0.0,34.5,3.9,61.4,0.0,12476
North Manly,811.0,73.0,50.0,0.0,85.8,7.7,5.3,0.0,12997
Queenscliff (NSW),231.0,40.0,1144.0,0.0,16.2,2.8,80.2,0.0,13296
Brookvale,229.0,223.0,792.0,29.0,17.9,17.4,61.8,2.3,10601
Allambie Heights,1885.0,165.0,176.0,0.0,84.3,7.4,7.9,0.0,10036
North Balgowlah,997.0,42.0,63.0,0.0,90.5,3.8,5.7,0.0,12981
Narrabeen,527.0,541.0,2409.0,5.0,15.1,15.5,68.9,0.1,12902
Collaroy (NSW),1182.0,128.0,1492.0,18.0,41.7,4.5,52.7,0.6,10970
Collaroy Plateau,1297.0,37.0,32.0,0.0,94.7,2.7,2.3,0.0,10971
Wheeler Heights,876.0,9.0,7.0,0.0,98.2,1.0,0.8,0.0,14268
Terrey Hills,801.0,25.0,25.0,28.0,90.0,2.8,2.8,3.1,13804
Ellis Lane,262.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11405
Grasmere,374.0,199.0,35.0,0.0,61.1,32.5,5.7,0.0,11739
Camden,876.0,254.0,89.0,0.0,71.5,20.7,7.3,0.0,10770
Camden Park (NSW),629.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10772
Camden South,1487.0,100.0,0.0,0.0,93.7,6.3,0.0,0.0,10773
Harrington Park,2928.0,51.0,0.0,0.0,98.0,1.7,0.0,0.0,11859
Elderslie (Camden - NSW),1765.0,87.0,44.0,40.0,91.2,4.5,2.3,2.1,11391
Narellan,1118.0,134.0,4.0,0.0,88.3,10.6,0.3,0.0,12896
Mount Annan,3332.0,137.0,4.0,0.0,95.9,3.9,0.1,0.0,12745
Currans Hill,1481.0,178.0,0.0,0.0,89.1,10.7,0.0,0.0,11175
Gregory Hills,1448.0,7.0,0.0,0.0,99.3,0.5,0.0,0.0,11774
Narellan Vale,2122.0,74.0,0.0,0.0,96.6,3.4,0.0,0.0,12897
Spring Farm (NSW),1269.0,141.0,0.0,0.0,90.0,10.0,0.0,0.0,13612
Airds,684.0,242.0,3.0,0.0,73.4,26.0,0.3,0.0,10022
Bradbury (NSW),2611.0,245.0,115.0,0.0,87.8,8.2,3.9,0.0,10543
St Helens Park,1813.0,219.0,10.0,0.0,88.7,10.7,0.5,0.0,13637
Wedderburn (NSW),166.0,0.0,0.0,0.0,98.2,0.0,0.0,0.0,14209
Woodbine (NSW),793.0,39.0,0.0,0.0,95.3,4.7,0.0,0.0,14378
Campbelltown (NSW),2544.0,862.0,1215.0,46.0,54.3,18.4,25.9,1.0,10780
Leumeah,2631.0,562.0,243.0,0.0,76.5,16.3,7.1,0.0,12308
Blair Athol (NSW),755.0,12.0,0.0,0.0,98.4,1.6,0.0,0.0,10400
Raby,1746.0,130.0,0.0,0.0,93.1,6.9,0.0,0.0,13303
Eagle Vale,1588.0,173.0,8.0,0.0,89.8,9.8,0.5,0.0,11341
Eschol Park,808.0,44.0,0.0,9.0,93.8,5.1,0.0,1.0,11441
Blairmount,93.0,27.0,0.0,0.0,77.5,22.5,0.0,0.0,10401
Kearns,798.0,43.0,0.0,0.0,94.9,5.1,0.0,0.0,12079
Claymore,131.0,474.0,0.0,0.0,21.7,78.3,0.0,0.0,10924
Holsworthy,1146.0,269.0,0.0,0.0,80.8,19.0,0.0,0.0,11926
Ingleburn,3237.0,1552.0,191.0,0.0,64.8,31.1,3.8,0.0,11978
Macquarie Links,352.0,16.0,13.0,0.0,92.4,4.2,3.4,0.0,12435
Denham Court,425.0,0.0,10.0,28.0,75.2,0.0,1.8,5.0,11235
Bardia,320.0,129.0,0.0,3.0,68.7,27.7,0.0,0.6,10194
Edmondson Park,562.0,6.0,0.0,3.0,96.6,1.0,0.0,0.5,11383
Ruse,1814.0,49.0,3.0,0.0,97.2,2.6,0.2,0.0,13443
Macquarie Fields,3115.0,1268.0,8.0,3.0,70.8,28.8,0.2,0.1,12433
Glenfield (NSW),2045.0,814.0,27.0,8.0,70.4,28.0,0.9,0.3,11664
St Andrews (NSW),1698.0,67.0,6.0,0.0,95.9,3.8,0.3,0.0,13631
Bow Bowing,492.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10526
Minto,2997.0,691.0,127.0,0.0,78.4,18.1,3.3,0.0,12642
Rosemeadow,2027.0,361.0,19.0,0.0,84.2,15.0,0.8,0.0,13410
Ambarvale,1986.0,220.0,96.0,0.0,86.3,9.6,4.2,0.0,10049
Gilead,12.0,22.0,99.0,0.0,9.0,16.5,74.4,0.0,11617
Glen Alpine,1292.0,11.0,3.0,3.0,98.7,0.8,0.2,0.2,11645
Englorie Park,96.0,26.0,15.0,0.0,70.1,19.0,10.9,0.0,11423
Yanderra,197.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14461
Douglas Park,402.0,3.0,12.0,3.0,94.8,0.7,2.8,0.7,11283
Razorback,303.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13328
Appin (NSW),750.0,16.0,4.0,8.0,95.7,2.0,0.5,1.0,10063
Menangle,260.0,101.0,0.0,0.0,72.0,28.0,0.0,0.0,12568
Picton (NSW),1424.0,99.0,67.0,0.0,89.4,6.2,4.2,0.0,13200
Tahmoor,1628.0,81.0,3.0,0.0,94.9,4.7,0.2,0.0,13727
Buxton (NSW),615.0,3.0,0.0,0.0,99.5,0.5,0.0,0.0,10726
Thirlmere,1119.0,159.0,3.0,18.0,85.3,12.1,0.2,1.4,13847
Lakesland,128.0,5.0,0.0,0.0,96.2,3.8,0.0,0.0,12258
The Oaks,768.0,17.0,4.0,0.0,97.0,2.1,0.5,0.0,13831
Werombi,260.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14232
Orangeville,340.0,0.0,0.0,7.0,96.3,0.0,0.0,2.0,13094
Belimbla Park,161.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10261
Mount Hunter,201.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12765
Theresa Park,152.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13845
Silverdale (NSW),1041.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,13544
Oakdale (NSW),558.0,0.0,0.0,21.0,96.4,0.0,0.0,3.6,13054
Blackheath,1837.0,38.0,17.0,5.0,96.3,2.0,0.9,0.3,10393
Glenbrook,1624.0,77.0,12.0,0.0,94.6,4.5,0.7,0.0,11656
Blaxland (NSW),2400.0,177.0,0.0,0.0,93.0,6.9,0.0,0.0,10407
Warrimoo,814.0,8.0,0.0,0.0,98.5,1.0,0.0,0.0,14174
Lapstone,315.0,4.0,0.0,0.0,98.7,1.3,0.0,0.0,12276
Mount Riverview,1029.0,3.0,0.0,0.0,99.7,0.3,0.0,0.0,12788
Yarramundi,226.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14477
Katoomba,2812.0,191.0,354.0,21.0,82.8,5.6,10.4,0.6,12077
Leura,1562.0,176.0,61.0,3.0,86.1,9.7,3.4,0.2,12309
Medlow Bath,247.0,0.0,0.0,0.0,98.8,0.0,0.0,0.0,12553
Linden (NSW),176.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12335
Woodford (NSW),697.0,5.0,5.0,0.0,98.2,0.7,0.7,0.0,14383
Hazelbrook,1765.0,43.0,8.0,0.0,97.0,2.4,0.4,0.0,11881
Lawson (NSW),945.0,14.0,45.0,0.0,93.8,1.4,4.5,0.0,12289
Bullaburra,459.0,7.0,0.0,0.0,98.5,1.5,0.0,0.0,10656
Faulconbridge,1406.0,15.0,0.0,0.0,98.7,1.1,0.0,0.0,11496
Winmalee,2093.0,29.0,0.0,3.0,98.4,1.4,0.0,0.1,14334
Yellow Rock (Blue Mountains - NSW),309.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14502
Springwood (NSW),2577.0,500.0,67.0,4.0,81.6,15.8,2.1,0.1,13629
Valley Heights,402.0,15.0,0.0,0.0,96.4,3.6,0.0,0.0,14069
Wentworth Falls,2284.0,100.0,13.0,0.0,94.7,4.1,0.5,0.0,14226
Werrington Downs,1040.0,6.0,0.0,0.0,99.4,0.6,0.0,0.0,14237
Cambridge Park,1986.0,284.0,19.0,0.0,86.4,12.4,0.8,0.0,10768
Werrington County,1177.0,14.0,0.0,0.0,98.8,1.2,0.0,0.0,14236
Cambridge Gardens,661.0,9.0,0.0,0.0,98.7,1.3,0.0,0.0,10767
Cranebrook,4405.0,501.0,4.0,6.0,89.4,10.2,0.1,0.1,11105
Llandilo,405.0,3.0,0.0,3.0,96.7,0.7,0.0,0.7,12363
Castlereagh,315.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0,10850
Penrith,2529.0,1528.0,1272.0,7.0,47.2,28.5,23.8,0.1,13184
Jordan Springs,1507.0,13.0,61.0,0.0,95.0,0.8,3.8,0.0,12042
Emu Plains,2411.0,327.0,58.0,102.0,83.0,11.3,2.0,3.5,11418
Leonay,810.0,9.0,0.0,0.0,98.9,1.1,0.0,0.0,12304
Emu Heights (NSW),1042.0,15.0,0.0,0.0,98.6,1.4,0.0,0.0,11417
Glenmore Park,6350.0,525.0,57.0,0.0,91.5,7.6,0.8,0.0,11670
Regentville,259.0,6.0,0.0,0.0,97.7,2.3,0.0,0.0,13346
Jamisontown,1190.0,341.0,540.0,11.0,57.0,16.3,25.9,0.5,12000
South Penrith,3777.0,284.0,3.0,0.0,92.8,7.0,0.1,0.0,13596
Kingswood (Penrith - NSW),1673.0,1175.0,535.0,10.0,49.0,34.4,15.7,0.3,12163
Caddens,279.0,66.0,0.0,0.0,79.9,18.9,0.0,0.0,10743
Werrington,664.0,483.0,381.0,0.0,43.3,31.5,24.8,0.0,14235
Claremont Meadows,1340.0,90.0,0.0,0.0,93.5,6.3,0.0,0.0,10918
Wallacia,439.0,0.0,44.0,27.0,84.6,0.0,8.5,5.2,14101
Mulgoa,524.0,0.0,0.0,0.0,97.4,0.0,0.0,0.0,12814
Luddenham,450.0,3.0,0.0,0.0,95.7,0.6,0.0,0.0,12419
Badgerys Creek,65.0,0.0,0.0,0.0,95.6,0.0,0.0,0.0,10132
Orchard Hills,514.0,13.0,0.0,3.0,96.4,2.4,0.0,0.6,13095
Warragamba,446.0,7.0,0.0,0.0,97.8,1.5,0.0,0.0,14158
Richmond (NSW),1138.0,625.0,292.0,6.0,55.0,30.2,14.1,0.3,13360
North Richmond,1304.0,378.0,54.0,0.0,74.9,21.7,3.1,0.0,13002
Agnes Banks,252.0,0.0,0.0,0.0,98.8,0.0,0.0,0.0,10021
Hobartville (NSW),965.0,31.0,0.0,0.0,96.6,3.1,0.0,0.0,11917
South Windsor,1653.0,460.0,20.0,15.0,76.4,21.3,0.9,0.7,13601
Windsor (NSW),533.0,104.0,31.0,4.0,78.5,15.3,4.6,0.6,14325
Bligh Park,1697.0,442.0,0.0,0.0,78.9,20.5,0.0,0.0,10411
Windsor Downs,336.0,5.0,0.0,0.0,98.5,1.5,0.0,0.0,14326
Londonderry (NSW),1000.0,16.0,6.0,9.0,94.2,1.5,0.6,0.8,12375
Berkshire Park,288.0,9.0,0.0,0.0,95.4,3.0,0.0,0.0,10305
Erskine Park,1880.0,26.0,0.0,0.0,98.6,1.4,0.0,0.0,11438
St Clair (Penrith - NSW),5988.0,45.0,0.0,0.0,99.2,0.7,0.0,0.0,13632
Colyton,2588.0,108.0,23.0,0.0,94.9,4.0,0.8,0.0,10987
Oxley Park,526.0,472.0,0.0,0.0,52.2,46.9,0.0,0.0,13110
St Marys (NSW),2348.0,1105.0,804.0,6.0,54.8,25.8,18.8,0.1,13643
North St Marys,1241.0,20.0,4.0,20.0,96.6,1.6,0.3,1.6,13007
Silverwater (Parramatta - NSW),246.0,146.0,385.0,0.0,31.7,18.8,49.5,0.0,13547
Newington (NSW),652.0,402.0,833.0,0.0,34.6,21.3,44.1,0.0,12953
Lidcombe,2873.0,1216.0,1607.0,20.0,49.9,21.1,27.9,0.3,12316
Wentworth Point,3.0,11.0,2980.0,0.0,0.1,0.4,99.3,0.0,14227
Auburn (NSW),4559.0,1022.0,4192.0,87.0,46.0,10.3,42.3,0.9,10106
Berala,1641.0,337.0,690.0,49.0,60.3,12.4,25.4,1.8,10299
Regents Park (NSW),1002.0,67.0,455.0,18.0,64.8,4.3,29.4,1.2,13345
Carlingford,5156.0,1063.0,1518.0,7.0,66.3,13.7,19.5,0.1,10818
Beecroft,2661.0,109.0,177.0,3.0,90.0,3.7,6.0,0.1,10249
Epping (NSW),4362.0,943.0,2532.0,5.0,55.5,12.0,32.2,0.1,11428
Rydalmere,1296.0,784.0,164.0,3.0,57.5,34.8,7.3,0.1,13453
Parramatta,912.0,596.0,7282.0,104.0,10.2,6.7,81.6,1.2,13156
Ermington,2398.0,840.0,237.0,17.0,68.3,23.9,6.8,0.5,11435
Dundas (NSW),783.0,588.0,99.0,6.0,52.9,39.7,6.7,0.4,11312
Melrose Park (NSW),471.0,36.0,0.0,0.0,92.9,7.1,0.0,0.0,12563
Telopea,716.0,603.0,748.0,8.0,34.4,29.0,36.0,0.4,13782
Oatlands (NSW),1098.0,628.0,41.0,9.0,61.7,35.3,2.3,0.5,13063
Dundas Valley,1212.0,524.0,72.0,0.0,66.6,28.8,4.0,0.0,11313
Chester Hill,2847.0,563.0,393.0,19.0,74.1,14.7,10.2,0.5,10899
Sefton,1279.0,246.0,158.0,5.0,75.5,14.5,9.3,0.3,13516
Carramar (NSW),453.0,52.0,660.0,11.0,38.4,4.4,56.0,0.9,10826
Old Guildford,585.0,54.0,15.0,3.0,88.5,8.2,2.3,0.5,13077
Fairfield East,1028.0,184.0,200.0,0.0,72.5,13.0,14.1,0.0,11478
Yennora,285.0,117.0,50.0,3.0,62.6,25.7,11.0,0.7,14506
Fairfield (NSW),2245.0,758.0,2605.0,31.0,39.6,13.4,46.0,0.5,11477
Merrylands,4794.0,1283.0,2862.0,64.0,53.0,14.2,31.6,0.7,12588
Granville (NSW),1879.0,485.0,2334.0,15.0,39.6,10.2,49.2,0.3,11738
Guildford (NSW),3669.0,1053.0,1715.0,11.0,56.6,16.3,26.5,0.2,11790
Pemulwuy,1124.0,109.0,278.0,0.0,74.4,7.2,18.4,0.0,13181
Greystanes,6107.0,936.0,79.0,68.0,84.8,13.0,1.1,0.9,11781
South Granville,1099.0,295.0,149.0,17.0,70.1,18.8,9.5,1.1,13583
Merrylands West,1015.0,568.0,600.0,3.0,46.2,25.9,27.3,0.1,12589
Guildford West,1116.0,302.0,19.0,3.0,77.0,20.8,1.3,0.2,11791
Woodpark,399.0,49.0,0.0,0.0,88.5,10.9,0.0,0.0,14390
South Wentworthville,1140.0,735.0,51.0,0.0,58.9,38.0,2.6,0.0,13599
Holroyd,81.0,35.0,299.0,0.0,19.5,8.4,72.0,0.0,11925
Smithfield (NSW),2876.0,397.0,321.0,74.0,77.8,10.7,8.7,2.0,13559
North Parramatta,1119.0,783.0,2797.0,5.0,23.7,16.6,59.1,0.1,13001
North Rocks,2274.0,195.0,42.0,3.0,90.2,7.7,1.7,0.1,13003
Northmead,2059.0,815.0,1381.0,0.0,48.3,19.1,32.4,0.0,13023
Westmead,891.0,591.0,3708.0,0.0,17.0,11.3,70.8,0.0,14261
Wentworthville,1777.0,962.0,901.0,3.0,48.5,26.3,24.6,0.1,14228
Winston Hills,3493.0,136.0,270.0,0.0,89.5,3.5,6.9,0.0,14335
Rosehill (NSW),221.0,127.0,944.0,5.0,16.7,9.6,71.4,0.4,13408
Harris Park,162.0,62.0,1552.0,57.0,8.7,3.3,83.2,3.1,11860
Old Toongabbie,927.0,140.0,6.0,0.0,86.4,13.0,0.6,0.0,13081
Constitution Hill,811.0,497.0,9.0,0.0,61.4,37.7,0.7,0.0,11014
Pendle Hill,1093.0,413.0,758.0,8.0,47.7,18.0,33.1,0.3,13182
Girraween (NSW),814.0,781.0,108.0,0.0,47.5,45.6,6.3,0.0,11636
Mays Hill,148.0,48.0,19.0,0.0,68.8,22.3,8.8,0.0,12538
North Epping,1329.0,85.0,11.0,0.0,93.1,6.0,0.8,0.0,12990
Cheltenham (NSW),660.0,9.0,0.0,0.0,98.7,1.3,0.0,0.0,10896
Pennant Hills,1839.0,279.0,314.0,5.0,75.1,11.4,12.8,0.2,13183
Denistone,993.0,187.0,5.0,0.0,83.6,15.7,0.4,0.0,11238
Eastwood (NSW),3358.0,1085.0,1391.0,40.0,56.9,18.4,23.6,0.7,11369
Denistone East,533.0,150.0,4.0,0.0,77.2,21.7,0.6,0.0,11239
Denistone West,283.0,3.0,3.0,0.0,97.9,1.0,1.0,0.0,11240
Gladesville,2245.0,401.0,1859.0,9.0,49.5,8.9,41.0,0.2,11638
Tennyson Point,300.0,82.0,0.0,0.0,78.5,21.5,0.0,0.0,13790
Henley,120.0,26.0,3.0,0.0,80.5,17.4,2.0,0.0,11891
Huntleys Cove,5.0,264.0,46.0,0.0,1.6,82.8,14.4,0.0,11960
Hunters Hill,1978.0,328.0,559.0,0.0,68.8,11.4,19.4,0.0,11954
Macquarie Park,10.0,572.0,2427.0,8.0,0.3,18.8,79.6,0.3,12437
Marsfield,1533.0,2173.0,1000.0,0.0,32.2,45.6,21.0,0.0,12506
North Ryde,2778.0,548.0,161.0,4.0,79.4,15.7,4.6,0.1,13005
Ryde,4249.0,1095.0,4278.0,8.0,43.9,11.3,44.2,0.1,13454
East Ryde,742.0,49.0,3.0,0.0,93.5,6.2,0.4,0.0,11361
Meadowbank (NSW),61.0,10.0,1936.0,3.0,3.0,0.5,96.3,0.1,12550
West Ryde,2001.0,475.0,2345.0,41.0,41.0,9.7,48.1,0.8,14251
Putney,1104.0,180.0,10.0,3.0,84.9,13.8,0.8,0.2,13277
Busby,1088.0,82.0,35.0,0.0,90.3,6.8,2.9,0.0,10720
Heckenberg,739.0,65.0,63.0,0.0,85.2,7.5,7.3,0.0,11887
Miller,722.0,40.0,298.0,0.0,68.1,3.8,28.1,0.0,12617
Ashcroft,787.0,17.0,210.0,3.0,77.4,1.7,20.6,0.3,10097
Sadleir,818.0,24.0,92.0,0.0,86.7,2.5,9.8,0.0,13461
Austral,763.0,6.0,3.0,3.0,92.8,0.7,0.4,0.4,10109
Rossmore (NSW),616.0,0.0,0.0,0.0,99.4,0.0,0.0,0.0,13420
Kemps Creek,568.0,3.0,0.0,0.0,99.5,0.5,0.0,0.0,12094
Bringelly,671.0,7.0,0.0,4.0,97.1,1.0,0.0,0.6,10575
Cecil Park,202.0,0.0,0.0,0.0,98.5,0.0,0.0,0.0,10866
Cecil Hills,1720.0,84.0,0.0,0.0,95.2,4.6,0.0,0.0,10865
Catherine Field,405.0,4.0,0.0,0.0,98.3,1.0,0.0,0.0,10856
Leppington,1016.0,10.0,4.0,15.0,95.8,0.9,0.4,1.4,12305
Cobbitty,639.0,0.0,0.0,0.0,99.2,0.0,0.0,0.0,10954
Oran Park,1303.0,70.0,9.0,4.0,93.4,5.0,0.6,0.3,13091
Green Valley (NSW),2752.0,578.0,0.0,0.0,82.5,17.3,0.0,0.0,11756
Elizabeth Hills,581.0,99.0,0.0,0.0,85.1,14.5,0.0,0.0,11397
Hinchinbrook (NSW),2629.0,352.0,3.0,0.0,88.0,11.8,0.1,0.0,11915
Hoxton Park,1016.0,136.0,0.0,3.0,87.7,11.7,0.0,0.3,11951
Horningsea Park,967.0,8.0,0.0,0.0,99.2,0.8,0.0,0.0,11935
Middleton Grange,1239.0,149.0,14.0,0.0,87.4,10.5,1.0,0.0,12607
West Hoxton,2397.0,135.0,0.0,3.0,94.4,5.3,0.0,0.1,14246
Bonnyrigg Heights,1829.0,63.0,0.0,0.0,96.5,3.3,0.0,0.0,10472
Bonnyrigg,1900.0,536.0,17.0,11.0,77.1,21.8,0.7,0.4,10471
Bossley Park,3731.0,260.0,42.0,92.0,89.9,6.3,1.0,2.2,10515
Abbotsbury,1180.0,13.0,0.0,0.0,98.9,1.1,0.0,0.0,10002
Cabramatta,2451.0,1431.0,2540.0,18.0,37.9,22.1,39.3,0.3,10740
Lansvale,726.0,17.0,5.0,8.0,96.0,2.2,0.7,1.1,12275
Canley Vale,1556.0,511.0,866.0,19.0,52.4,17.2,29.2,0.6,10792
Mount Pritchard,2539.0,297.0,63.0,6.0,87.2,10.2,2.2,0.2,12785
Cabramatta West,1689.0,186.0,22.0,16.0,88.1,9.7,1.1,0.8,10741
Canley Heights,2308.0,578.0,43.0,77.0,76.1,19.1,1.4,2.5,10791
Edensor Park,2434.0,239.0,14.0,0.0,90.2,8.9,0.5,0.0,11377
Fairfield West,2858.0,221.0,86.0,64.0,87.9,6.8,2.6,2.0,11480
Fairfield Heights,1175.0,802.0,125.0,3.0,55.2,37.7,5.9,0.1,11479
Greenfield Park,1262.0,88.0,3.0,0.0,92.6,6.5,0.2,0.0,11761
Prairiewood,772.0,151.0,37.0,0.0,80.4,15.7,3.9,0.0,13258
Horsley Park,508.0,0.0,0.0,0.0,99.4,0.0,0.0,0.0,11943
Mount Vernon,295.0,0.0,4.0,0.0,98.7,0.0,1.3,0.0,12796
Wetherill Park,1622.0,148.0,7.0,8.0,90.0,8.2,0.4,0.4,14264
Wakeley,1164.0,178.0,3.0,0.0,86.5,13.2,0.2,0.0,14089
St Johns Park,1545.0,106.0,6.0,0.0,93.1,6.4,0.4,0.0,13641
Casula,3355.0,1125.0,75.0,0.0,73.4,24.6,1.6,0.0,10852
Moorebank,2583.0,375.0,61.0,0.0,85.2,12.4,2.0,0.0,12712
Chipping Norton,2315.0,319.0,168.0,4.0,82.4,11.4,6.0,0.1,10908
Voyager Point,452.0,35.0,0.0,0.0,92.8,7.2,0.0,0.0,14079
Wattle Grove (NSW),2627.0,80.0,0.0,32.0,95.9,2.9,0.0,1.2,14192
Hammondville,706.0,319.0,79.0,3.0,63.8,28.8,7.1,0.3,11844
Sandy Point (NSW),188.0,0.0,4.0,0.0,97.9,0.0,2.1,0.0,13487
Liverpool,2553.0,942.0,4849.0,19.0,30.4,11.2,57.8,0.2,12361
Warwick Farm,504.0,124.0,1489.0,4.0,23.7,5.8,70.1,0.2,14177
Cartwright,522.0,42.0,260.0,0.0,63.3,5.1,31.6,0.0,10838
Lurnea,2067.0,607.0,40.0,0.0,75.5,22.2,1.5,0.0,12422
Prestons,3851.0,154.0,0.0,3.0,96.0,3.8,0.0,0.1,13260
Gymea Bay,1935.0,167.0,23.0,0.0,90.9,7.8,1.1,0.0,11827
Gymea,1353.0,699.0,893.0,19.0,45.4,23.5,30.0,0.6,11826
Grays Point,941.0,22.0,0.0,0.0,97.7,2.3,0.0,0.0,11743
Miranda (NSW),2653.0,1075.0,1856.0,68.0,46.8,18.9,32.7,1.2,12645
Yowie Bay,845.0,52.0,91.0,0.0,85.5,5.3,9.2,0.0,14519
Taren Point,329.0,109.0,208.0,0.0,50.7,16.8,32.0,0.0,13766
Caringbah,1409.0,1295.0,1995.0,3.0,29.9,27.5,42.3,0.1,10815
Sylvania Waters,844.0,95.0,109.0,0.0,80.3,9.0,10.4,0.0,13718
Sylvania,2247.0,900.0,515.0,20.0,60.9,24.4,14.0,0.5,13717
Kangaroo Point (NSW),172.0,4.0,0.0,0.0,97.7,2.3,0.0,0.0,12060
Caringbah South,3259.0,785.0,17.0,0.0,80.0,19.3,0.4,0.0,10816
Dolans Bay,182.0,8.0,3.0,0.0,94.3,4.1,1.6,0.0,11266
Kurnell,670.0,16.0,0.0,9.0,95.9,2.3,0.0,1.3,12216
Cronulla,1584.0,437.0,5619.0,72.0,20.5,5.7,72.7,0.9,11119
Bundeena,685.0,3.0,3.0,6.0,97.6,0.4,0.4,0.9,10672
Maianbar,189.0,0.0,3.0,0.0,98.4,0.0,1.6,0.0,12443
Woolooware,841.0,317.0,244.0,0.0,60.0,22.6,17.4,0.0,14410
Lilli Pilli (Sutherland Shire - NSW),389.0,23.0,0.0,0.0,94.4,5.6,0.0,0.0,12322
Port Hacking,322.0,20.0,0.0,0.0,94.2,5.8,0.0,0.0,13244
Burraneer,987.0,107.0,20.0,5.0,88.0,9.5,1.8,0.4,10705
Heathcote (NSW),1539.0,233.0,205.0,56.0,75.4,11.4,10.0,2.7,11883
Waterfall,158.0,0.0,7.0,0.0,95.8,0.0,4.2,0.0,14182
Illawong,2077.0,115.0,58.0,0.0,92.1,5.1,2.6,0.0,11974
Alfords Point,901.0,12.0,0.0,0.0,98.7,1.3,0.0,0.0,10031
Barden Ridge,1099.0,93.0,0.0,0.0,91.9,7.8,0.0,0.0,10193
Menai,2482.0,784.0,33.0,0.0,75.2,23.8,1.0,0.0,12567
Bangor (NSW),1567.0,167.0,51.0,0.0,87.8,9.4,2.9,0.0,10177
Woronora,606.0,21.0,0.0,33.0,89.1,3.1,0.0,4.9,14420
Bonnet Bay,716.0,3.0,4.0,0.0,99.0,0.4,0.6,0.0,10469
Jannali,1201.0,551.0,405.0,11.0,55.2,25.3,18.6,0.5,12001
Oyster Bay,1423.0,255.0,20.0,0.0,83.8,15.0,1.2,0.0,13112
Como (NSW),1142.0,85.0,3.0,10.0,91.9,6.8,0.2,0.8,10996
Kareela,1012.0,126.0,3.0,0.0,88.7,11.0,0.3,0.0,12073
Kirrawee,2006.0,554.0,793.0,11.0,59.5,16.4,23.5,0.3,12172
Sutherland (NSW),1028.0,620.0,2846.0,4.0,22.8,13.7,63.1,0.1,13701
Loftus,1191.0,155.0,3.0,3.0,88.1,11.5,0.2,0.2,12371
Engadine,4656.0,429.0,662.0,19.0,80.6,7.4,11.5,0.3,11422
Yarrawarrah,849.0,15.0,13.0,0.0,96.8,1.7,1.5,0.0,14485
Woronora Heights,817.0,13.0,3.0,3.0,97.7,1.6,0.4,0.4,14422
