,Personal,Family,Household,Personal (%),Family (%),Household (%),SSC_CODE
Woodstock (Shoalhaven - NSW),601.0,1416.0,1375.0,--,--,--,14396
Bawley Point,502.0,1304.0,1025.0,--,--,--,10235
Kioloa,468.0,962.0,767.0,--,--,--,12165
Termeil,518.0,1231.0,1078.0,--,--,--,13797
Bowral,655.0,1628.0,1299.0,--,--,--,10536
Burradoo,716.0,1964.0,1733.0,--,--,--,10701
Woodlands (Wingecarribee - NSW),791.0,2055.0,1593.0,--,--,--,14388
Balmoral (Wingecarribee - NSW),630.0,1895.0,1678.0,--,--,--,10167
Hill Top (Wingecarribee - NSW),678.0,1712.0,1551.0,--,--,--,11905
Colo Vale,613.0,1651.0,1529.0,--,--,--,10985
Alpine,749.0,2050.0,2200.0,--,--,--,10044
Aylmerton,654.0,1899.0,1520.0,--,--,--,10119
Mittagong,602.0,1557.0,1173.0,--,--,--,12653
Willow Vale (Wingecarribee - NSW),636.0,1671.0,1555.0,--,--,--,14307
Renwick,773.0,2011.0,1865.0,--,--,--,13350
Balaclava (NSW),602.0,1437.0,1213.0,--,--,--,10143
Welby,566.0,1309.0,1085.0,--,--,--,14219
Glenquarry,762.0,2208.0,1625.0,--,--,--,11674
Braemar,735.0,1857.0,1708.0,--,--,--,10545
Moss Vale,620.0,1602.0,1228.0,--,--,--,12739
Sutton Forest,740.0,1852.0,1480.0,--,--,--,13703
Berrima,722.0,1767.0,1548.0,--,--,--,10320
New Berrima,669.0,1449.0,1164.0,--,--,--,12938
Robertson (NSW),664.0,1610.0,1422.0,--,--,--,13374
Kangaloon,840.0,2312.0,2150.0,--,--,--,12058
Wildes Meadow,1004.0,2250.0,1946.0,--,--,--,14292
Burrawang,796.0,2071.0,1375.0,--,--,--,10708
Avoca (NSW),685.0,2136.0,1531.0,--,--,--,10113
Fitzroy Falls,664.0,1875.0,1666.0,--,--,--,11529
Bundanoon (NSW),582.0,1382.0,1107.0,--,--,--,10670
Wingello,583.0,1320.0,1164.0,--,--,--,14330
Exeter (NSW),686.0,1598.0,1362.0,--,--,--,11475
High Range,803.0,2321.0,2062.0,--,--,--,11900
Medway,662.0,1812.0,1562.0,--,--,--,12555
Joadja,900.0,2449.0,2100.0,--,--,--,12035
Canyonleigh,629.0,1562.0,1312.0,--,--,--,10799
Penrose,477.0,1107.0,924.0,--,--,--,13185
Baulkham Hills,794.0,2269.0,2107.0,--,--,--,10233
Bella Vista,842.0,2873.0,2942.0,--,--,--,10263
Glenhaven,797.0,2531.0,2259.0,--,--,--,11667
Castle Hill (NSW),787.0,2410.0,2219.0,--,--,--,10847
West Pennant Hills,875.0,2830.0,2675.0,--,--,--,14249
Cherrybrook,768.0,2599.0,2443.0,--,--,--,10898
Kellyville,889.0,2587.0,2564.0,--,--,--,12088
Kenthurst,798.0,2577.0,2604.0,--,--,--,12100
Glenorie,723.0,2049.0,1991.0,--,--,--,11673
Maroota,688.0,1902.0,1761.0,--,--,--,12500
Canoelands,749.0,1937.0,1937.0,--,--,--,10794
Cattai,793.0,2318.0,2013.0,--,--,--,10859
South Maroota,739.0,2137.0,2052.0,--,--,--,13592
Dural (Hornsby - NSW),746.0,2423.0,2164.0,--,--,--,11328
Sackville North,603.0,1974.0,1968.0,--,--,--,13459
Lower Portland,770.0,1944.0,1569.0,--,--,--,12412
Middle Dural,752.0,2437.0,2576.0,--,--,--,12603
Annangrove,765.0,2416.0,2484.0,--,--,--,10062
Galston,731.0,2164.0,1798.0,--,--,--,11582
Arcadia (NSW),772.0,2462.0,2433.0,--,--,--,10072
Fiddletown,805.0,1974.0,1875.0,--,--,--,11513
Berowra Waters,389.0,1274.0,749.0,--,--,--,10311
Berrilee,687.0,2250.0,2143.0,--,--,--,10319
Bilpin,656.0,1807.0,1455.0,--,--,--,10358
Colo Heights,524.0,1625.0,1421.0,--,--,--,10984
Lower Macdonald,669.0,1525.0,1187.0,--,--,--,12408
Cumberland Reach,881.0,2028.0,1937.0,--,--,--,11156
St Albans (NSW),535.0,1312.0,914.0,--,--,--,13630
Bowen Mountain,758.0,1915.0,1724.0,--,--,--,10528
Grose Vale,753.0,2074.0,2128.0,--,--,--,11785
Grose Wold,738.0,2312.0,2239.0,--,--,--,11786
Kurrajong,806.0,2164.0,2005.0,--,--,--,12218
Kurrajong Hills,910.0,2379.0,2277.0,--,--,--,12220
Kurrajong Heights,791.0,2235.0,2042.0,--,--,--,12219
Kurmond,737.0,1816.0,1723.0,--,--,--,12215
The Slopes,830.0,2250.0,2113.0,--,--,--,13842
East Kurrajong,787.0,2204.0,2187.0,--,--,--,11356
Wilberforce (NSW),754.0,2078.0,1867.0,--,--,--,14288
Freemans Reach,751.0,2005.0,1885.0,--,--,--,11564
Sackville,846.0,1910.0,1786.0,--,--,--,13458
Ebenezer (NSW),688.0,1954.0,1886.0,--,--,--,11371
Glossodia,802.0,1967.0,1910.0,--,--,--,11684
Blaxlands Ridge,793.0,2151.0,2134.0,--,--,--,10409
Tennyson (NSW),802.0,2125.0,1963.0,--,--,--,13789
Vineyard,606.0,1679.0,1197.0,--,--,--,14076
McGraths Hill,814.0,2086.0,1925.0,--,--,--,12542
Maraylya,780.0,2172.0,2133.0,--,--,--,12484
Oakville,738.0,2079.0,2095.0,--,--,--,13060
Pitt Town,927.0,2362.0,2316.0,--,--,--,13226
Pitt Town Bottoms,667.0,2083.0,1624.0,--,--,--,13227
Rouse Hill,881.0,2506.0,2401.0,--,--,--,13429
Beaumont Hills,894.0,2734.0,2787.0,--,--,--,10243
Nelson (The Hills Shire - NSW),702.0,1854.0,1767.0,--,--,--,12922
Box Hill (NSW),678.0,1865.0,1760.0,--,--,--,10539
Blacktown,615.0,1565.0,1459.0,--,--,--,10397
Kings Park (NSW),835.0,2031.0,1904.0,--,--,--,12150
Acacia Gardens,905.0,2367.0,2378.0,--,--,--,10014
Quakers Hill,773.0,2062.0,1993.0,--,--,--,13286
Marayong,596.0,1617.0,1408.0,--,--,--,12485
Woodcroft (NSW),784.0,2221.0,2270.0,--,--,--,14381
Bungarribee,970.0,2441.0,2560.0,--,--,--,10682
Doonside,531.0,1425.0,1340.0,--,--,--,11275
Seven Hills (NSW),645.0,1721.0,1551.0,--,--,--,13518
Lalor Park,600.0,1594.0,1251.0,--,--,--,12261
Kings Langley,825.0,2258.0,2114.0,--,--,--,12149
Toongabbie (NSW),673.0,1848.0,1729.0,--,--,--,13907
Prospect (NSW),722.0,1904.0,1796.0,--,--,--,13266
Glenwood (NSW),785.0,2418.0,2476.0,--,--,--,11682
Parklea,827.0,2287.0,2392.0,--,--,--,13153
Stanhope Gardens,882.0,2405.0,2291.0,--,--,--,13649
Kellyville Ridge,991.0,2552.0,2559.0,--,--,--,12089
The Ponds,1033.0,2610.0,2649.0,--,--,--,13835
Riverstone,707.0,1807.0,1667.0,--,--,--,13368
Schofields,822.0,2120.0,2051.0,--,--,--,13502
Shanes Park,628.0,1524.0,1708.0,--,--,--,13524
Marsden Park,625.0,1704.0,1161.0,--,--,--,12505
Colebee,1084.0,2696.0,2787.0,--,--,--,10965
Bidwill (NSW),415.0,889.0,798.0,--,--,--,10340
Hebersham,493.0,1319.0,1237.0,--,--,--,11886
Dharruk,521.0,1293.0,1281.0,--,--,--,11248
Blackett,478.0,1085.0,1018.0,--,--,--,10392
Emerton,484.0,1226.0,1072.0,--,--,--,11413
Glendenning,730.0,1852.0,1906.0,--,--,--,11659
Dean Park,638.0,1733.0,1600.0,--,--,--,11224
Plumpton (NSW),685.0,1855.0,1880.0,--,--,--,13230
Oakhurst (NSW),707.0,1878.0,1880.0,--,--,--,13058
Hassall Grove,680.0,1727.0,1718.0,--,--,--,11866
Shalvey,490.0,1219.0,1167.0,--,--,--,13523
Willmot,423.0,929.0,886.0,--,--,--,14302
Tregear,454.0,1077.0,947.0,--,--,--,13934
Lethbridge Park,473.0,1079.0,959.0,--,--,--,12307
Ropes Crossing,852.0,2055.0,2028.0,--,--,--,13397
Mount Druitt,500.0,1342.0,1268.0,--,--,--,12756
Whalan,465.0,1177.0,1008.0,--,--,--,14266
Eastern Creek,651.0,1657.0,1613.0,--,--,--,11366
Minchinbury,724.0,1962.0,2002.0,--,--,--,12633
Rooty Hill,638.0,1814.0,1766.0,--,--,--,13395
Botany,900.0,2290.0,2028.0,--,--,--,10517
Mascot,806.0,2103.0,1955.0,--,--,--,12519
Eastlakes,495.0,1384.0,1051.0,--,--,--,11368
Rosebery (NSW),811.0,2154.0,1891.0,--,--,--,13405
Pagewood,731.0,2286.0,1870.0,--,--,--,13125
Daceyville,400.0,1010.0,498.0,--,--,--,11185
Hillsdale,668.0,1497.0,1337.0,--,--,--,11911
Eastgardens,694.0,2276.0,1833.0,--,--,--,11367
Matraville,701.0,2083.0,1713.0,--,--,--,12524
Marrickville,793.0,2096.0,1814.0,--,--,--,12504
Petersham,1017.0,2647.0,1966.0,--,--,--,13190
Dulwich Hill,914.0,2221.0,1809.0,--,--,--,11303
Newtown (NSW),1067.0,2694.0,2080.0,--,--,--,12960
Lewisham (NSW),927.0,2612.0,1974.0,--,--,--,12313
Stanmore (NSW),1067.0,2656.0,2179.0,--,--,--,13650
Camperdown (NSW),889.0,2819.0,1796.0,--,--,--,10781
Enmore (Inner West - NSW),1036.0,2489.0,2022.0,--,--,--,11425
St Peters (NSW),1134.0,2654.0,2318.0,--,--,--,13644
Sydenham (NSW),747.0,2029.0,1861.0,--,--,--,13714
Tempe,800.0,2153.0,1912.0,--,--,--,13785
Darlinghurst,1285.0,3095.0,2158.0,--,--,--,11212
Erskineville,1381.0,3011.0,2482.0,--,--,--,11439
Alexandria,1341.0,2904.0,2421.0,--,--,--,10030
Glebe (NSW),834.0,2347.0,1579.0,--,--,--,11641
Forest Lodge,1063.0,2923.0,2143.0,--,--,--,11546
Annandale (NSW),1162.0,3304.0,2337.0,--,--,--,10061
Darlington (Sydney - NSW),486.0,2625.0,1111.0,--,--,--,11214
Potts Point,1330.0,2834.0,1842.0,--,--,--,13256
Elizabeth Bay,1448.0,3295.0,1989.0,--,--,--,11395
Sydney,681.0,1973.0,1949.0,--,--,--,13715
Woolloomooloo,1107.0,2614.0,1794.0,--,--,--,14406
Rushcutters Bay,1217.0,2622.0,1708.0,--,--,--,13444
Pyrmont,1111.0,2670.0,2280.0,--,--,--,13284
Ultimo,386.0,1751.0,1230.0,--,--,--,14006
Redfern,991.0,2592.0,1821.0,--,--,--,13339
Eveleigh,844.0,1375.0,1221.0,--,--,--,11471
Chippendale,540.0,1852.0,1250.0,--,--,--,10907
Surry Hills,1160.0,2944.0,2144.0,--,--,--,13699
Haymarket,463.0,1341.0,1505.0,--,--,--,11877
Dawes Point,1948.0,4636.0,3806.0,--,--,--,11222
Millers Point,1525.0,3668.0,3062.0,--,--,--,12619
Barangaroo,1875.0,3874.0,3661.0,--,--,--,10191
Balmain East,1315.0,3521.0,2485.0,--,--,--,10165
The Rocks (Sydney - NSW),1559.0,4274.0,3516.0,--,--,--,13840
Waterloo (NSW),786.0,2217.0,1503.0,--,--,--,14183
Zetland,877.0,2247.0,1758.0,--,--,--,14524
Beaconsfield (NSW),1197.0,2767.0,2330.0,--,--,--,10239
Bronte,1261.0,3397.0,2671.0,--,--,--,10594
Tamarama,1414.0,3713.0,3348.0,--,--,--,13741
Bondi,1103.0,2631.0,2175.0,--,--,--,10464
Bondi Beach,1241.0,2874.0,2253.0,--,--,--,10465
North Bondi,1204.0,3109.0,2544.0,--,--,--,12984
Waverley (NSW),1048.0,2947.0,2138.0,--,--,--,14200
Bondi Junction,1057.0,2488.0,2026.0,--,--,--,10467
Queens Park (NSW),1234.0,3551.0,2829.0,--,--,--,13294
Centennial Park (NSW),1268.0,2830.0,2010.0,--,--,--,10873
Darling Point,1598.0,3806.0,2966.0,--,--,--,11211
Edgecliff,1365.0,3245.0,2198.0,--,--,--,11379
Double Bay,1427.0,3421.0,2478.0,--,--,--,11281
Bellevue Hill,1318.0,3619.0,2892.0,--,--,--,10271
Rose Bay (NSW),1154.0,2942.0,2272.0,--,--,--,13398
Paddington (NSW),1422.0,3719.0,2509.0,--,--,--,13115
Point Piper,1708.0,4305.0,3644.0,--,--,--,13233
Vaucluse,1099.0,3434.0,2741.0,--,--,--,14071
Dover Heights,1145.0,3570.0,3031.0,--,--,--,11284
Watsons Bay,1042.0,3399.0,2583.0,--,--,--,14187
Woollahra,1375.0,3646.0,2529.0,--,--,--,14404
Clovelly,1293.0,3416.0,2768.0,--,--,--,10938
South Coogee,755.0,2723.0,1517.0,--,--,--,13579
Coogee (NSW),1285.0,2985.0,2396.0,--,--,--,11015
La Perouse,637.0,1550.0,1531.0,--,--,--,12230
Little Bay,930.0,2452.0,2041.0,--,--,--,12349
Malabar,694.0,2252.0,1471.0,--,--,--,12453
Chifley (NSW),701.0,2225.0,1816.0,--,--,--,10901
Phillip Bay,717.0,2424.0,2139.0,--,--,--,13193
Kensington (NSW),514.0,2200.0,1646.0,--,--,--,12099
Kingsford (NSW),479.0,1993.0,1374.0,--,--,--,12156
Maroubra,774.0,2221.0,1722.0,--,--,--,12501
Randwick,1105.0,2716.0,2169.0,--,--,--,13312
Georges Hall,570.0,1612.0,1464.0,--,--,--,11601
Bass Hill,469.0,1396.0,1225.0,--,--,--,10224
Yagoona,467.0,1343.0,1203.0,--,--,--,14453
Villawood,381.0,993.0,781.0,--,--,--,14074
Greenacre,436.0,1334.0,1184.0,--,--,--,11757
Potts Hill,785.0,1944.0,1973.0,--,--,--,13255
Milperra,697.0,1985.0,1851.0,--,--,--,12625
Revesby,608.0,1742.0,1516.0,--,--,--,13355
Condell Park,489.0,1434.0,1392.0,--,--,--,11001
Bankstown,453.0,1181.0,1120.0,--,--,--,10180
Mount Lewis,450.0,1394.0,1302.0,--,--,--,12774
Punchbowl (Canterbury-Bankstown - NSW),424.0,1220.0,1146.0,--,--,--,13273
Padstow,621.0,1803.0,1539.0,--,--,--,13120
Padstow Heights,659.0,2017.0,1523.0,--,--,--,13121
Panania,658.0,1929.0,1642.0,--,--,--,13144
East Hills,659.0,1990.0,1511.0,--,--,--,11351
Picnic Point,780.0,2214.0,2015.0,--,--,--,13199
Revesby Heights,857.0,2363.0,2188.0,--,--,--,13356
Birrong,473.0,1402.0,1373.0,--,--,--,10379
Belmore,504.0,1339.0,1192.0,--,--,--,10279
Belfield,548.0,1675.0,1440.0,--,--,--,10257
Campsie,486.0,1274.0,1239.0,--,--,--,10782
Canterbury (NSW),666.0,1627.0,1503.0,--,--,--,10797
Clemton Park,511.0,1785.0,1508.0,--,--,--,10928
Earlwood,681.0,2051.0,1824.0,--,--,--,11343
Kingsgrove,588.0,1774.0,1564.0,--,--,--,12158
Riverwood,457.0,1296.0,1014.0,--,--,--,13371
Roselands,544.0,1525.0,1355.0,--,--,--,13409
Beverly Hills,589.0,1747.0,1549.0,--,--,--,10331
Narwee,527.0,1516.0,1308.0,--,--,--,12912
Lakemba,427.0,1052.0,1012.0,--,--,--,12257
Wiley Park,443.0,1110.0,1072.0,--,--,--,14293
Hurstville,483.0,1369.0,1382.0,--,--,--,11964
Carlton (NSW),628.0,1714.0,1600.0,--,--,--,10819
Penshurst (NSW),667.0,1743.0,1591.0,--,--,--,13186
Oatley,867.0,2445.0,2142.0,--,--,--,13064
Mortdale,762.0,2016.0,1731.0,--,--,--,12728
Peakhurst,613.0,1862.0,1514.0,--,--,--,13168
Hurstville Grove,715.0,2219.0,2094.0,--,--,--,11965
Lugarno,784.0,2356.0,2168.0,--,--,--,12421
Peakhurst Heights,708.0,2106.0,1727.0,--,--,--,13169
South Hurstville,592.0,1719.0,1581.0,--,--,--,13587
Blakehurst,725.0,2322.0,2080.0,--,--,--,10403
Kyle Bay,914.0,2677.0,2511.0,--,--,--,12227
Connells Point,850.0,2528.0,2287.0,--,--,--,11013
Carss Park,708.0,2333.0,1779.0,--,--,--,10837
Arncliffe,629.0,1778.0,1657.0,--,--,--,10086
Wolli Creek,816.0,1968.0,1868.0,--,--,--,14353
Turrella,621.0,1746.0,1789.0,--,--,--,13982
Bardwell Valley,645.0,1984.0,1684.0,--,--,--,10196
Bardwell Park,770.0,2216.0,1992.0,--,--,--,10195
Bexley,606.0,1739.0,1556.0,--,--,--,10334
Kogarah,673.0,1708.0,1626.0,--,--,--,12181
Bexley North,613.0,1836.0,1570.0,--,--,--,10335
Allawah,614.0,1507.0,1494.0,--,--,--,10038
Beverley Park,754.0,2103.0,1819.0,--,--,--,10330
Kogarah Bay,702.0,2104.0,2051.0,--,--,--,12182
Kyeemagh,664.0,1762.0,1395.0,--,--,--,12226
Brighton-le-Sands,706.0,1712.0,1367.0,--,--,--,10569
Rockdale,651.0,1592.0,1635.0,--,--,--,13379
Monterey,716.0,1849.0,1498.0,--,--,--,12686
Banksia,652.0,1694.0,1685.0,--,--,--,10178
Sandringham (NSW),764.0,2097.0,1715.0,--,--,--,13478
Dolls Point,868.0,1855.0,1438.0,--,--,--,11267
Sans Souci,718.0,1960.0,1536.0,--,--,--,13489
Ramsgate,682.0,1685.0,1616.0,--,--,--,13309
Ramsgate Beach,762.0,1834.0,1247.0,--,--,--,13310
Concord,751.0,2315.0,2078.0,--,--,--,10999
Breakfast Point,1119.0,2536.0,2175.0,--,--,--,10557
Cabarita (NSW),1019.0,2727.0,2559.0,--,--,--,10736
Mortlake (NSW),1084.0,2448.0,2228.0,--,--,--,12729
North Strathfield,826.0,2126.0,1969.0,--,--,--,13009
Concord West,752.0,2284.0,2072.0,--,--,--,11000
Sydney Olympic Park,884.0,2041.0,1768.0,--,--,--,13716
Liberty Grove,922.0,2244.0,2207.0,--,--,--,12315
Rhodes,736.0,1906.0,1693.0,--,--,--,13358
Drummoyne,1170.0,2993.0,2353.0,--,--,--,11293
Russell Lea,917.0,2670.0,2148.0,--,--,--,13447
Rodd Point,863.0,2766.0,2298.0,--,--,--,13391
Abbotsford (NSW),965.0,2489.0,2006.0,--,--,--,10003
Chiswick,1263.0,2663.0,2220.0,--,--,--,10910
Five Dock,876.0,2434.0,2077.0,--,--,--,11530
Canada Bay,819.0,2266.0,1989.0,--,--,--,10785
Wareemba,811.0,2386.0,2043.0,--,--,--,14148
Balmain,1342.0,3673.0,2550.0,--,--,--,10164
Birchgrove,1515.0,3918.0,3225.0,--,--,--,10374
Woolwich,1242.0,3903.0,3211.0,--,--,--,14412
Leichhardt (NSW),1092.0,2847.0,2256.0,--,--,--,12297
Lilyfield,1133.0,3166.0,2310.0,--,--,--,12325
Rozelle,1457.0,3567.0,2873.0,--,--,--,13435
Ashfield (NSW),681.0,1802.0,1632.0,--,--,--,10098
Summer Hill (Inner West - NSW),993.0,2447.0,1940.0,--,--,--,13687
Hurlstone Park,762.0,2051.0,1780.0,--,--,--,11963
Ashbury,743.0,2324.0,2157.0,--,--,--,10093
Burwood (NSW),478.0,1498.0,1398.0,--,--,--,10718
Croydon (NSW),673.0,2073.0,1846.0,--,--,--,11134
Strathfield (NSW),662.0,1985.0,1892.0,--,--,--,13675
Croydon Park (NSW),680.0,1906.0,1597.0,--,--,--,11135
Enfield (NSW),640.0,1850.0,1595.0,--,--,--,11421
Burwood Heights,621.0,2059.0,1863.0,--,--,--,10719
Haberfield,801.0,2621.0,2164.0,--,--,--,11828
Homebush West,681.0,1655.0,1635.0,--,--,--,11930
Homebush (NSW),729.0,1846.0,1810.0,--,--,--,11929
Strathfield South,705.0,2048.0,1809.0,--,--,--,13676
Chatswood,737.0,2099.0,1881.0,--,--,--,10892
North Willoughby,876.0,2569.0,2202.0,--,--,--,13016
Willoughby (NSW),1071.0,3211.0,2548.0,--,--,--,14303
Artarmon,1028.0,2493.0,2183.0,--,--,--,10090
Roseville,998.0,3244.0,2832.0,--,--,--,13412
Lane Cove North,1104.0,2580.0,2161.0,--,--,--,12267
Chatswood West,863.0,2750.0,2533.0,--,--,--,10893
Lane Cove West,1096.0,3085.0,2567.0,--,--,--,12268
Lane Cove,1117.0,2764.0,2192.0,--,--,--,12266
Riverview (NSW),995.0,3915.0,3692.0,--,--,--,13370
Greenwich,1205.0,3417.0,2555.0,--,--,--,11770
Northwood (NSW),1387.0,4264.0,4152.0,--,--,--,13024
Longueville,1402.0,4380.0,4050.0,--,--,--,12385
Linley Point,1319.0,4124.0,3692.0,--,--,--,12341
St Leonards (NSW),1386.0,2823.0,2327.0,--,--,--,13642
Naremburn,1292.0,3372.0,2627.0,--,--,--,12898
Cammeray,1385.0,3318.0,2361.0,--,--,--,10778
Castle Cove,978.0,3162.0,2797.0,--,--,--,10845
Castlecrag,1262.0,4024.0,3799.0,--,--,--,10849
Northbridge (NSW),1155.0,3784.0,3344.0,--,--,--,13022
Middle Cove,1027.0,3663.0,3250.0,--,--,--,12602
Willoughby East,1089.0,3963.0,3654.0,--,--,--,14304
Hornsby Heights,838.0,2421.0,2273.0,--,--,--,11937
Mount Colah,828.0,2397.0,2268.0,--,--,--,12750
Asquith,787.0,2199.0,2029.0,--,--,--,10103
Hornsby,746.0,1931.0,1696.0,--,--,--,11936
Mount Kuring-Gai,758.0,2264.0,2022.0,--,--,--,12772
Cowan,705.0,2154.0,1991.0,--,--,--,11097
Berowra,850.0,2511.0,2355.0,--,--,--,10308
Brooklyn (NSW),770.0,2069.0,1631.0,--,--,--,10599
Berowra Heights,824.0,2334.0,2138.0,--,--,--,10310
Dangar Island,735.0,1850.0,1375.0,--,--,--,11199
Normanhurst,744.0,2574.0,2140.0,--,--,--,12976
Thornleigh,830.0,2463.0,2262.0,--,--,--,13850
Westleigh,847.0,2694.0,2457.0,--,--,--,14260
Wahroonga,912.0,3005.0,2584.0,--,--,--,14085
Waitara,837.0,2015.0,1721.0,--,--,--,14086
East Killara,739.0,2620.0,2524.0,--,--,--,11355
Killara (NSW),951.0,2918.0,2534.0,--,--,--,12129
Lindfield,982.0,3077.0,2513.0,--,--,--,12339
Gordon (NSW),857.0,2629.0,2313.0,--,--,--,11718
East Lindfield,919.0,3429.0,3047.0,--,--,--,11357
Roseville Chase,1014.0,3553.0,3029.0,--,--,--,13413
Pymble,1025.0,3368.0,3090.0,--,--,--,13281
West Pymble,936.0,3273.0,2855.0,--,--,--,14250
St Ives (NSW),932.0,2839.0,2477.0,--,--,--,13639
St Ives Chase,935.0,3051.0,2938.0,--,--,--,13640
Turramurra,960.0,3164.0,2657.0,--,--,--,13980
South Turramurra,861.0,2842.0,2564.0,--,--,--,13598
North Turramurra,817.0,2515.0,1933.0,--,--,--,13013
Warrawee,993.0,3527.0,3085.0,--,--,--,14165
North Wahroonga,897.0,2955.0,2702.0,--,--,--,13015
Cremorne Point,1462.0,3731.0,2506.0,--,--,--,11113
Cremorne (NSW),1326.0,3188.0,2348.0,--,--,--,11112
Neutral Bay,1356.0,3098.0,2301.0,--,--,--,12934
Crows Nest (NSW),1352.0,3060.0,2312.0,--,--,--,11131
Wollstonecraft,1388.0,3157.0,2422.0,--,--,--,14359
Waverton,1365.0,3194.0,2392.0,--,--,--,14202
North Sydney,1322.0,2988.0,2272.0,--,--,--,13010
Mosman,1295.0,3671.0,2522.0,--,--,--,12738
Kirribilli,1424.0,3355.0,2233.0,--,--,--,12173
Kurraba Point,1572.0,3666.0,2856.0,--,--,--,12217
Milsons Point,1680.0,3639.0,3107.0,--,--,--,12629
McMahons Point,1496.0,3530.0,2379.0,--,--,--,12547
Lavender Bay,1395.0,3250.0,2277.0,--,--,--,12285
Seaforth (NSW),1062.0,3672.0,3384.0,--,--,--,13509
Balgowlah Heights,1139.0,4004.0,3726.0,--,--,--,10154
Clontarf (NSW),1140.0,3985.0,3744.0,--,--,--,10935
Balgowlah,1088.0,2803.0,2261.0,--,--,--,10153
Manly (NSW),1280.0,3277.0,2449.0,--,--,--,12475
Fairlight,1250.0,3229.0,2620.0,--,--,--,11482
Avalon Beach,839.0,2458.0,2137.0,--,--,--,10111
Palm Beach (NSW),1052.0,2517.0,2111.0,--,--,--,13132
Whale Beach,1214.0,2924.0,2600.0,--,--,--,14267
Clareville,1099.0,2864.0,2510.0,--,--,--,10923
Scotland Island,965.0,2171.0,1800.0,--,--,--,13505
Elanora Heights,855.0,2523.0,2461.0,--,--,--,11389
Ingleside,808.0,2329.0,2170.0,--,--,--,11979
Bayview (NSW),775.0,2457.0,1476.0,--,--,--,10237
Church Point,1041.0,2951.0,2590.0,--,--,--,10915
Lovett Bay,1093.0,3062.0,2250.0,--,--,--,12397
Mona Vale,870.0,2343.0,2001.0,--,--,--,12672
Newport (NSW),901.0,2440.0,2066.0,--,--,--,12956
Bilgola Plateau,903.0,2514.0,2399.0,--,--,--,10351
Bilgola Beach,1307.0,3444.0,3277.0,--,--,--,10350
Warriewood,876.0,2366.0,2160.0,--,--,--,14173
North Narrabeen,843.0,2352.0,2177.0,--,--,--,12999
Beacon Hill,794.0,2417.0,2369.0,--,--,--,10238
Narraweena,654.0,2030.0,1577.0,--,--,--,12910
Cromer (NSW),772.0,2294.0,1998.0,--,--,--,11118
Oxford Falls,812.0,2374.0,2250.0,--,--,--,13106
Dee Why,865.0,2040.0,1716.0,--,--,--,11227
North Curl Curl,926.0,2902.0,2768.0,--,--,--,12988
Forestville (NSW),767.0,2556.0,2151.0,--,--,--,11548
Killarney Heights,843.0,2826.0,2590.0,--,--,--,12130
Frenchs Forest,863.0,2639.0,2514.0,--,--,--,11568
Belrose,764.0,2491.0,2117.0,--,--,--,10283
Davidson,871.0,2742.0,2630.0,--,--,--,11219
Curl Curl,1031.0,3178.0,2693.0,--,--,--,11167
Freshwater (NSW),1097.0,2731.0,2268.0,--,--,--,11569
Manly Vale,935.0,2357.0,1959.0,--,--,--,12476
North Manly,876.0,2710.0,2571.0,--,--,--,12997
Queenscliff (NSW),1289.0,2970.0,2348.0,--,--,--,13296
Brookvale,910.0,2232.0,1822.0,--,--,--,10601
Allambie Heights,777.0,2630.0,2229.0,--,--,--,10036
North Balgowlah,982.0,3479.0,3119.0,--,--,--,12981
Narrabeen,941.0,2241.0,1582.0,--,--,--,12902
Collaroy (NSW),955.0,2483.0,2115.0,--,--,--,10970
Collaroy Plateau,875.0,2606.0,2523.0,--,--,--,10971
Wheeler Heights,824.0,2452.0,2367.0,--,--,--,14268
Terrey Hills,817.0,2457.0,2391.0,--,--,--,13804
Duffys Forest,886.0,3291.0,3274.0,--,--,--,11301
Ellis Lane,842.0,2333.0,2356.0,--,--,--,11405
Grasmere,697.0,2285.0,1401.0,--,--,--,11739
Camden,721.0,1858.0,1379.0,--,--,--,10770
Camden Park (NSW),967.0,2803.0,2776.0,--,--,--,10772
Cawdor (NSW),811.0,2341.0,2109.0,--,--,--,10863
Camden South,766.0,1997.0,1812.0,--,--,--,10773
Harrington Park,859.0,2430.0,2416.0,--,--,--,11859
Elderslie (Camden - NSW),830.0,2166.0,2013.0,--,--,--,11391
Narellan,683.0,1720.0,1519.0,--,--,--,12896
Kirkham,928.0,2926.0,2942.0,--,--,--,12171
Mount Annan,840.0,2266.0,2214.0,--,--,--,12745
Currans Hill,813.0,1954.0,1860.0,--,--,--,11175
Gregory Hills,983.0,2339.0,2343.0,--,--,--,11774
Narellan Vale,776.0,2066.0,1969.0,--,--,--,12897
Spring Farm (NSW),1023.0,2216.0,2145.0,--,--,--,13612
Airds,385.0,749.0,677.0,--,--,--,10022
Bradbury (NSW),615.0,1510.0,1373.0,--,--,--,10543
St Helens Park,718.0,1729.0,1651.0,--,--,--,13637
Wedderburn (NSW),686.0,1990.0,2013.0,--,--,--,14209
Woodbine (NSW),639.0,1618.0,1570.0,--,--,--,14378
Campbelltown (NSW),589.0,1455.0,1206.0,--,--,--,10780
Leumeah,621.0,1468.0,1298.0,--,--,--,12308
Blair Athol (NSW),718.0,2105.0,2206.0,--,--,--,10400
Raby,752.0,1848.0,1796.0,--,--,--,13303
